priority_rank,grid_id,latitude,longitude,grid_lat,grid_lon,violation_count,unique_vehicles,impact_sum,impact_avg,peak_hour_share,junction_share,active_days,police_station,junction_name,top_vehicle_type,repeat_density,parking_violation_frequency_score,repeat_hotspot_density_score,junction_proximity_score,peak_hour_weight_score,vehicle_blockage_score,parking_violation_density_score,estimated_speed_drop_score,road_occupancy_score,road_importance_score,congestion_impact_score,score_formula,risk_band,recommended_action
3737,"12.979,77.644",12.979146171428571,77.64386467142857,12.979,77.644,14,14,15.35,1.0964285714285713,0.21428571428571427,0.0,6,Jeevanbheemanagar,No Junction,CAR,2.3333333333333335,26.171187398475748,2.5641025641025643,0.0,21.428571428571427,15.233236151603496,26.171187398475748,27.038782678302326,15.233236151603496,0.0,14.775681358433431,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3738,"13.004,77.562",13.004370779999999,77.56241875999999,13.004,77.562,10,10,11.287500000000001,1.1287500000000001,0.0,0.0,1,Malleshwaram,No Junction,CAR,10.0,22.142644749799757,17.307692307692307,0.0,0.0,15.892857142857144,22.142644749799757,21.20143027463072,15.892857142857144,0.0,14.773266691128693,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3739,"13.007,77.689",13.00734000909091,77.68891035454546,13.007,77.689,11,11,11.516,1.046909090909091,0.36363636363636365,0.0,6,K.R. Pura,No Junction,CAR,1.8333333333333333,23.272818772955556,1.6025641025641024,0.0,36.36363636363637,14.222634508348794,23.272818772955556,26.128391275881775,14.222634508348794,0.0,14.768395622021766,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3740,"12.979,77.63",12.9790543,77.6295929,12.979,77.63,2,2,2.832,1.416,1.0,0.0,1,Jeevanbheemanagar,No Junction,MAXI-CAB,2.0,5.266508223798365,1.9230769230769231,0.0,100.0,21.755102040816322,5.266508223798365,16.95982046040787,21.755102040816322,0.0,14.76288272437021,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3741,"12.988,77.521",12.98822315,77.52067124999999,12.988,77.521,10,10,4.4,0.44000000000000006,0.5,0.0,4,Kamakshipalya,No Junction,SCOOTER,2.5,22.142644749799757,2.8846153846153846,0.0,50.0,1.8367346938775526,22.142644749799757,17.66715396334406,1.8367346938775526,0.0,14.761885215461506,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3742,"13.013,77.569",13.01260382,77.56907136,13.013,77.569,10,9,6.915500000000001,0.6915500000000001,0.5,0.0,7,Sadashivanagar,No Junction,MOTOR CYCLE,1.4285714285714286,22.142644749799757,0.8241758241758242,0.0,50.0,6.970408163265309,22.142644749799757,22.326851549019338,6.970408163265309,0.0,14.76014267229039,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3743,"12.969,77.606",12.969157444860947,77.60620690827733,12.969,77.606,25,25,15.780000000000001,0.6312000000000001,0.0,0.0,9,Ashok Nagar,No Junction,SCOOTER,2.7777777777777777,33.3156333666421,3.4188034188034186,0.0,0.0,5.738775510204083,33.3156333666421,24.19284634082741,5.738775510204083,0.0,14.754831752378104,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3744,"13.016,77.544",13.016006852,77.543921504,13.016,77.544,25,25,25.065,1.0026000000000002,0.0,0.0,21,Rajajinagar,No Junction,CAR,1.1904761904761905,33.3156333666421,0.3663003663003663,0.0,0.0,13.318367346938778,33.3156333666421,28.42074970126412,13.318367346938778,0.0,14.74966517292581,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3745,"13.018,77.592",13.01792188,77.59195131,13.018,77.592,20,18,15.9075,0.795375,0.05,0.0,6,R.T. Nagar,No Junction,CAR,3.3333333333333335,30.541560497935468,4.487179487179487,0.0,5.0,9.089285714285715,30.541560497935468,24.996382707009744,9.089285714285715,0.0,14.747347642397632,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3746,"13.029,77.587",13.029270357142858,77.58688438571428,13.029,77.587,7,7,9.502500000000001,1.3575000000000002,0.42857142857142855,0.0,2,Hebbala,No Junction,CAR,3.5,18.006310549157188,4.807692307692308,0.0,42.857142857142854,20.561224489795922,18.006310549157188,24.90426172744531,20.561224489795922,0.0,14.746284031279831,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3747,"13.056,77.648",13.056317125,77.647793325,13.056,77.648,4,4,5.3025,1.325625,0.75,0.0,2,Hennuru,No Junction,CAR,2.0,11.90152390009879,1.9230769230769231,0.0,75.0,19.91071428571429,11.90152390009879,21.929332626359553,19.91071428571429,0.0,14.732450219380175,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3748,"12.992,77.664",12.992225999999999,77.66384688,12.992,77.664,5,5,3.42,0.6839999999999999,0.8,0.0,3,Banaswadi,No Junction,SCOOTER,1.6666666666666667,14.269663498376959,1.2820512820512822,0.0,80.0,6.816326530612243,14.269663498376959,17.531731375578584,6.816326530612243,0.0,14.71001087292483,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3749,"12.931,77.605",12.930866466666666,77.60496255555556,12.931,77.605,9,9,6.372,0.708,0.5555555555555556,0.0,8,Mico Layout,No Junction,SCOOTER,1.125,20.90467917467739,0.2403846153846154,0.0,55.55555555555556,7.306122448979591,20.90467917467739,22.033808004832565,7.306122448979591,0.0,14.708135624170623,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3750,"12.902,77.676",12.901966741666667,77.67573589166666,12.902,77.676,24,24,20.62,0.8591666666666667,0.041666666666666664,0.0,19,Bellandur,No Junction,CAR,1.263157894736842,32.80620307477618,0.5060728744939269,0.0,4.166666666666666,10.391156462585036,32.80620307477618,27.287801418111147,10.391156462585036,0.0,14.704781761459122,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3751,"12.989,77.71",12.98854355,77.71037079999999,12.989,77.71,2,2,2.7720000000000002,1.3860000000000001,1.0,0.0,1,Mahadevapura,No Junction,PASSENGER AUTO,2.0,5.266508223798365,1.9230769230769231,0.0,100.0,21.142857142857142,5.266508223798365,16.726739446638575,21.142857142857142,0.0,14.70165823457429,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3752,"12.91,77.688",12.90971665,77.6880447,12.91,77.688,2,2,2.7720000000000002,1.3860000000000001,1.0,0.0,1,Bellandur,No Junction,CAR,2.0,5.266508223798365,1.9230769230769231,0.0,100.0,21.142857142857142,5.266508223798365,16.726739446638575,21.142857142857142,0.0,14.70165823457429,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3753,"12.95,77.523",12.949919853333334,77.52274814666666,12.95,77.523,15,10,23.631999999999998,1.5754666666666666,0.06666666666666667,0.0,6,Byatarayanapura,No Junction,GOODS AUTO,2.5,27.009465823735784,2.8846153846153846,0.0,6.666666666666667,25.00952380952381,27.009465823735784,28.982063239688184,25.00952380952381,0.0,14.692559223267208,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3754,"13.033,77.513",13.033328,77.5129685,13.033,77.513,1,1,2.646,2.646,1.0,0.0,1,Peenya,No Junction,HGV,1.0,0.0,0.0,0.0,100.0,46.857142857142854,0.0,16.22495842575246,46.857142857142854,0.0,14.685714285714287,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3755,"13.058,77.475",13.0581289,77.4754712,13.058,77.475,1,1,2.646,2.646,1.0,0.0,1,No Police Station,No Junction,HGV,1.0,0.0,0.0,0.0,100.0,46.857142857142854,0.0,16.22495842575246,46.857142857142854,0.0,14.685714285714287,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3756,"13.0,77.68",13.0004482,77.6802759,13.0,77.68,1,1,2.646,2.646,1.0,0.0,1,Mahadevapura,No Junction,HGV,1.0,0.0,0.0,0.0,100.0,46.857142857142854,0.0,16.22495842575246,46.857142857142854,0.0,14.685714285714287,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3757,"13.028,77.751",13.0282733,77.7507203,13.028,77.751,1,1,2.646,2.646,1.0,0.0,1,Mahadevapura,No Junction,HGV,1.0,0.0,0.0,0.0,100.0,46.857142857142854,0.0,16.22495842575246,46.857142857142854,0.0,14.685714285714287,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3758,"13.01,77.662",13.0104198,77.6619719,13.01,77.662,1,1,2.646,2.646,1.0,0.0,1,Banaswadi,No Junction,HGV,1.0,0.0,0.0,0.0,100.0,46.857142857142854,0.0,16.22495842575246,46.857142857142854,0.0,14.685714285714287,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3759,"13.193,77.681",13.193138574999999,77.68094758333334,13.193,77.681,12,12,13.19,1.0991666666666666,0.3333333333333333,0.0,10,Devanahalli Airport,No Junction,CAR,1.2,24.31247809206351,0.3846153846153845,0.0,33.33333333333333,15.289115646258503,24.31247809206351,27.1539364007099,15.289115646258503,0.0,14.683389980938436,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3760,"12.884,77.597",12.8841060375,77.5971518875,12.884,77.597,8,8,4.452,0.5565,0.5,0.0,2,Hulimavu,No Junction,MOTOR CYCLE,4.0,19.536171722175325,5.769230769230769,0.0,50.0,4.214285714285714,19.536171722175325,17.783926193265227,4.214285714285714,0.0,14.678204952606393,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3761,"12.973,77.627",12.972756536363637,77.62678175,12.973,77.627,22,21,17.330000000000002,0.7877272727272728,0.09090909090909091,0.0,16,Halasur,No Junction,CAR,1.375,31.72317540997917,0.7211538461538461,0.0,9.090909090909092,8.933209647495364,31.72317540997917,26.407833809649876,8.933209647495364,0.0,14.671970499370575,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3762,"13.028,77.518",13.02791018235294,77.5181650235294,13.028,77.518,17,17,20.055,1.1797058823529412,0.0,0.0,4,Peenya,No Junction,CAR,4.25,28.539326996753918,6.25,0.0,0.0,16.932773109243694,28.539326996753918,26.3715741699493,16.932773109243694,0.0,14.671508109625936,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3763,"12.965,77.549",12.964568522222223,77.5492829111111,12.965,77.549,9,9,6.183999999999999,0.687111111111111,0.5555555555555556,0.0,8,Magadi Road,No Junction,SCOOTER,1.125,20.90467917467739,0.2403846153846154,0.0,55.55555555555556,6.879818594104306,20.90467917467739,21.71162711373799,6.879818594104306,0.0,14.665505238683096,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3764,"13.027,77.721",13.026618240000001,77.72075602,13.027,77.721,15,15,18.04,1.2026666666666666,0.2,0.0,12,K.R. Pura,No Junction,CAR,1.25,27.009465823735784,0.4807692307692308,0.0,20.0,17.401360544217685,27.009465823735784,28.45212757534346,17.401360544217685,0.0,14.664114691608392,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3765,"13.062,77.593",13.062414964705882,77.59301874705882,13.062,77.593,17,17,15.477500000000001,0.9104411764705883,0.17647058823529413,0.0,10,Kodigehalli,No Junction,CAR,1.7,28.539326996753918,1.346153846153846,0.0,17.647058823529413,11.437575030012006,28.539326996753918,26.574237759190495,11.437575030012006,0.0,14.660732645594171,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3766,"12.969,77.567",12.968674666666667,77.5674149,12.969,77.567,3,3,2.604,0.868,1.0,0.0,3,Chamarajpet,No Junction,LGV,1.0,9.003155274578596,0.0,0.0,100.0,10.571428571428571,9.003155274578596,16.05383680502042,10.571428571428571,0.0,14.658404966974295,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3767,"12.921,77.736",12.921102416666667,77.73636078888889,12.921,77.736,18,12,19.1835,1.06575,0.1111111111111111,0.0,10,Whitefield,No Junction,GOODS AUTO,1.8,29.241595724108553,1.5384615384615385,0.0,11.11111111111111,14.607142857142854,29.241595724108553,27.691631070089773,14.607142857142854,0.0,14.653079071084203,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3768,"13.059,77.591",13.058626059090908,77.59128261818182,13.059,77.591,22,20,27.69,1.2586363636363638,0.0,0.0,18,Kodigehalli,No Junction,CAR,1.2222222222222223,31.72317540997917,0.42735042735042755,0.0,0.0,18.543599257884974,31.72317540997917,29.341921580921177,18.543599257884974,0.0,14.650467696617772,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3769,"12.966,77.702",12.96597497142857,77.70209891428571,12.966,77.702,7,7,7.152,1.0217142857142858,0.5714285714285714,0.0,4,HAL Old Airport,No Junction,CAR,1.75,18.006310549157188,1.4423076923076923,0.0,57.14285714285714,13.708454810495626,18.006310549157188,23.460317549630116,13.708454810495626,0.0,14.648232338075076,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3770,"13.014,77.491",13.014161033333332,77.4913600388889,13.014,77.491,18,18,12.5265,0.6959166666666667,0.05555555555555555,0.0,4,Kamakshipalya,No Junction,MOTOR CYCLE,4.5,29.241595724108553,6.730769230769231,0.0,5.555555555555555,7.059523809523811,29.241595724108553,22.871690975083723,7.059523809523811,0.0,14.640838533843667,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3771,"13.057,77.473",13.057419629411765,77.47273475882353,13.057,77.473,17,17,18.294,1.0761176470588236,0.058823529411764705,0.0,5,No Police Station,No Junction,CAR,3.4,28.539326996753918,4.615384615384615,0.0,5.88235294117647,14.8187274909964,28.539326996753918,26.433064612939596,14.8187274909964,0.0,14.639684995765007,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3772,"12.935,77.692",12.934892000000001,77.69174874117647,12.935,77.692,17,17,15.235,0.8961764705882352,0.17647058823529413,0.0,10,HAL Old Airport,No Junction,MAXI-CAB,1.7,28.539326996753918,1.346153846153846,0.0,17.647058823529413,11.146458583433372,28.539326996753918,26.418379021536744,11.146458583433372,0.0,14.631621000936308,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3773,"13.06,77.653",13.060143166666668,77.65251623333334,13.06,77.653,3,3,2.208,0.7360000000000001,1.0,0.0,2,Hennuru,No Junction,SCOOTER,1.5,9.003155274578596,0.9615384615384616,0.0,100.0,7.8775510204081645,9.003155274578596,14.33474437802624,7.8775510204081645,0.0,14.62940182725687,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3774,"13.176,77.635",13.175638733333335,77.63546935000001,13.176,77.635,6,6,8.44,1.4066666666666665,0.5,0.0,2,Chikkajala,No Junction,CAR,3.0,16.271896999558507,3.8461538461538463,0.0,50.0,21.564625850340132,16.271896999558507,24.47297014601505,21.564625850340132,0.0,14.626759846395878,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3775,"12.952,77.598",12.95154981,77.59820812000001,12.952,77.598,10,10,10.5525,1.05525,0.0,0.0,1,Wilson Garden,No Junction,CAR,10.0,22.142644749799757,17.307692307692307,0.0,0.0,14.392857142857144,22.142644749799757,20.609295119176814,14.392857142857144,0.0,14.623266691128695,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3776,"13.013,77.627",13.01289635,77.62666936818182,13.013,77.627,22,17,17.4,0.7909090909090909,0.0,0.0,7,Banaswadi,No Junction,SCOOTER,3.142857142857143,31.72317540997917,4.1208791208791204,0.0,0.0,8.998144712430427,31.72317540997917,25.077612564809275,8.998144712430427,0.0,14.619304415454492,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3777,"12.937,77.692",12.936701697130227,77.69209729658112,12.937,77.692,21,21,19.18,0.9133333333333333,0.047619047619047616,0.0,10,HAL Old Airport,No Junction,PASSENGER AUTO,2.1,31.145800024378357,2.1153846153846154,0.0,4.761904761904762,11.496598639455783,31.145800024378357,26.703709283539258,11.496598639455783,0.0,14.61301650373355,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3778,"13.063,77.576",13.062686840000001,77.57601244,13.063,77.576,5,4,13.4685,2.6937,0.4,0.0,4,Kodigehalli,No Junction,SCHOOL VEHICLE,1.25,14.269663498376959,0.4807692307692308,0.0,40.0,47.83061224489796,14.269663498376959,28.294821632659612,47.83061224489796,0.0,14.611118931532886,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3779,"12.997,77.612",12.99686186,77.61183616,12.997,77.612,25,25,18.9475,0.7579,0.0,0.0,13,Pulikeshinagar(F.Town),No Junction,CAR,1.9230769230769231,33.3156333666421,1.7751479289940828,0.0,0.0,8.324489795918367,33.3156333666421,25.852844431703254,8.324489795918367,0.0,14.602489308497198,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3780,"13.024,77.643",13.024087281818181,77.64323502727274,13.024,77.643,11,8,11.2455,1.022318181818182,0.36363636363636365,0.0,7,Banaswadi,No Junction,MAXI-CAB,1.5714285714285714,23.272818772955556,1.0989010989010988,0.0,36.36363636363637,13.720779220779223,23.272818772955556,25.87756688352727,13.720779220779223,0.0,14.592294342349058,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3781,"13.023,77.601",13.022831066666667,77.60087589333334,13.023,77.601,15,15,8.1765,0.5451,0.26666666666666666,0.0,6,R.T. Nagar,No Junction,SCOOTER,2.5,27.009465823735784,2.8846153846153846,0.0,26.666666666666668,3.9816326530612254,27.009465823735784,21.45440033090672,3.9816326530612254,0.0,14.589770107620952,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3782,"13.044,77.584",13.043664863636364,77.58429225454546,13.044,77.584,11,11,11.72,1.0654545454545454,0.36363636363636365,0.0,8,Kodigehalli,No Junction,CAR,1.375,23.272818772955556,0.7211538461538461,0.0,36.36363636363637,14.601113172541744,23.272818772955556,26.31399269007584,14.601113172541744,0.0,14.585890924338496,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3783,"12.959,77.654",12.959274782457591,77.6541219622412,12.959,77.654,17,17,18.9165,1.112735294117647,0.11764705882352941,0.0,9,Jeevanbheemanagar,No Junction,MOTOR CYCLE,1.8888888888888888,28.539326996753918,1.7094017094017093,0.0,11.76470588235294,15.566026410564223,28.539326996753918,27.657211955247597,15.566026410564223,0.0,14.57615445534371,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3784,"12.976,77.627",12.9763479,77.62671148888889,12.976,77.627,9,9,14.145999999999999,1.5717777777777777,0.3333333333333333,0.0,5,Halasur,No Junction,CAR,1.8,20.90467917467739,1.5384615384615385,0.0,33.33333333333333,24.934240362811785,20.90467917467739,27.892190941065,24.934240362811785,0.0,14.573244424100851,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3785,"12.939,77.531",12.939186750000001,77.5313857,12.939,77.531,2,2,2.6460000000000004,1.3230000000000002,1.0,0.0,1,Byatarayanapura,No Junction,LGV,2.0,5.266508223798365,1.9230769230769231,0.0,100.0,19.857142857142858,5.266508223798365,16.22495842575246,19.857142857142858,0.0,14.573086806002863,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3786,"13.1,77.598",13.099633423076922,77.59764193076923,13.1,77.598,13,12,10.7395,0.8261153846153846,0.3076923076923077,0.0,7,Yelahanka,No Junction,CAR,1.8571428571428572,25.2750522741371,1.6483516483516485,0.0,30.76923076923077,9.716640502354787,25.2750522741371,24.680870741441442,9.716640502354787,0.0,14.570695948901308,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3787,"12.962,77.749",12.9620175,77.748885,12.962,77.749,2,2,2.64,1.32,1.0,0.0,1,Whitefield,No Junction,CAR,2.0,5.266508223798365,1.9230769230769231,0.0,100.0,19.79591836734694,5.266508223798365,16.20063353355078,19.79591836734694,0.0,14.56696435702327,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3788,"12.943,77.75",12.943299788235294,77.74977441764706,12.943,77.75,17,17,14.983500000000001,0.8813823529411765,0.11764705882352941,0.0,6,Whitefield,No Junction,CAR,2.8333333333333335,28.539326996753918,3.5256410256410255,0.0,11.76470588235294,10.844537815126051,28.539326996753918,25.41150141015553,10.844537815126051,0.0,14.558065424859722,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3789,"12.935,77.689",12.935027624999998,77.68901064166666,12.935,77.689,12,12,10.15,0.8458333333333333,0.3333333333333333,0.0,6,HAL Old Airport,No Junction,MOTOR CYCLE,2.0,24.31247809206351,1.9230769230769231,0.0,33.33333333333333,10.119047619047619,24.31247809206351,24.423959804292895,10.119047619047619,0.0,14.550998562832731,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3790,"13.018,77.548",13.017772353333333,77.54799385999999,13.018,77.548,15,15,18.052500000000002,1.2035000000000002,0.06666666666666667,0.0,4,Yeshwanthpura,No Junction,LGV,3.75,27.009465823735784,5.288461538461538,0.0,6.666666666666667,17.41836734693878,27.009465823735784,26.427802710977673,17.41836734693878,0.0,14.534405115470244,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
3791,"12.977,77.751",12.977158966666666,77.75127266666667,12.977,77.751,6,6,10.709999999999999,1.785,0.5,0.0,5,Whitefield,No Junction,CAR,1.2,16.271896999558507,0.3846153846153845,0.0,50.0,29.28571428571429,16.271896999558507,27.098604030776162,29.28571428571429,0.0,14.533484074548678,0.40*ViolationFrequency + 0.25*RepeatHotspotDensity + 0.15*JunctionProximity + 0.10*PeakHourFactor + 0.10*VehicleBlockageWeight,Watch,Observe through weekly dashboard
