id,latitude,longitude,location,vehicle_number,vehicle_type,description,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp,created_at_ist,violation_items,parking_violation,date,month,weekday,hour,is_peak_hour,is_weekend,near_junction,violation_severity,vehicle_pcu,junction_weight,peak_weight,grid_lat,grid_lon,grid_id,incident_impact
FKID003204,13.0008993,77.676955,"Krishnarajapuram Road, Kotturu, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL3189,CAR,,"[""NO PARKING""]",[113],2024-03-28 01:09:46+00,,2024-03-28 01:19:21.052404+00,FKDEV00288,FKUSR00287,34.0,Banaswadi,True,No Junction,,2024-04-14 20:40:44.879067+00,,,,,2024-03-28 06:39:46+05:30,['NO PARKING'],True,2024-03-28,2024-03,Thursday,6,0,0,0,1.0,1.0,1.0,1.0,13.001,77.677,"13.001,77.677",1.0
FKID003205,12.9656661,77.5366631,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL3190,CAR,,"[""WRONG PARKING""]",[112],2024-01-29 23:52:46+00,,2024-01-30 00:18:34.398793+00,FKDEV00647,FKUSR00627,30.0,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL3190,CAR,rejected,2024-02-03 06:53:06.744+00,2024-01-30 05:22:46+05:30,['WRONG PARKING'],True,2024-01-30,2024-01,Tuesday,5,0,0,1,1.05,1.0,1.25,1.0,12.966,77.537,"12.966,77.537",1.3125
FKID003206,12.9656075,77.536655,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL3191,LORRY/GOODS VEHICLE,,"[""WRONG PARKING""]",[112],2024-01-29 23:52:46+00,,2024-01-30 00:17:56.372066+00,FKDEV00647,FKUSR00627,30.0,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL3191,LORRY/GOODS VEHICLE,approved,2024-02-03 06:52:56.933+00,2024-01-30 05:22:46+05:30,['WRONG PARKING'],True,2024-01-30,2024-01,Tuesday,5,0,0,1,1.05,1.9,1.25,1.0,12.966,77.537,"12.966,77.537",2.49375
FKID003207,12.9744095,77.545935,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL3192,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-30 00:08:46+00,,2024-01-30 00:16:25.41341+00,FKDEV00618,FKUSR00600,30.0,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL3192,SCOOTER,approved,2024-02-04 01:04:00.446+00,2024-01-30 05:38:46+05:30,['WRONG PARKING'],True,2024-01-30,2024-01,Tuesday,5,0,0,1,1.05,0.4,1.25,1.0,12.974,77.546,"12.974,77.546",0.525
FKID003208,12.9337428,77.6908206,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL3193,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-03-28 07:41:46+00,,2024-03-28 07:44:00.116033+00,FKDEV00646,FKUSR00626,13.0,HAL Old Airport,True,No Junction,,2024-04-15 14:26:13.137515+00,,,,,2024-03-28 13:11:46+05:30,['NO PARKING'],True,2024-03-28,2024-03,Thursday,13,0,0,0,1.0,0.4,1.0,1.0,12.934,77.691,"12.934,77.691",0.4
FKID003209,12.9826983,77.6105983,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL3194,PASSENGER AUTO,,"[""NO PARKING"",""REFUSE TO GO FOR HIRE""]","[113,124]",2024-03-28 07:43:46+00,,2024-03-28 07:44:52.775104+00,FKDEV00394,FKUSR00390,16.0,Shivajinagar,True,No Junction,,2024-04-15 14:26:13.156468+00,,,,,2024-03-28 13:13:46+05:30,"['NO PARKING', 'REFUSE TO GO FOR HIRE']",True,2024-03-28,2024-03,Thursday,13,0,0,0,1.0,0.75,1.0,1.0,12.983,77.611,"12.983,77.611",0.75
FKID003210,12.9767902,77.5793365,,FKN00GL3195,GOODS AUTO,,"[""WRONG PARKING""]",[112],2024-02-02 21:19:46+00,,2024-02-02 23:59:45.517428+00,FKDEV00645,FKUSR00625,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,,,,,,2024-02-03 02:49:46+05:30,['WRONG PARKING'],True,2024-02-03,2024-02,Saturday,2,0,1,1,1.05,0.85,1.25,1.0,12.977,77.579,"12.977,77.579",1.1156249999999999
FKID003211,13.0004255,77.6776262,"Outer Ring Road, Venkatappa Colony, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL3196,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-03-28 01:09:46+00,,2024-03-28 01:19:25.522628+00,FKDEV00288,FKUSR00287,84.0,Mahadevapura,True,No Junction,,2024-04-14 20:40:44.888528+00,,,,,2024-03-28 06:39:46+05:30,['NO PARKING'],True,2024-03-28,2024-03,Thursday,6,0,0,0,1.0,0.75,1.0,1.0,13.0,77.678,"13.0,77.678",0.75
FKID003212,12.9338106,77.6908504,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL3197,SCOOTER,,"[""NO PARKING""]",[113],2024-03-28 07:41:46+00,,2024-03-28 07:44:01.111731+00,FKDEV00646,FKUSR00626,13.0,HAL Old Airport,True,No Junction,,2024-04-15 14:26:13.139789+00,,,,,2024-03-28 13:11:46+05:30,['NO PARKING'],True,2024-03-28,2024-03,Thursday,13,0,0,0,1.0,0.4,1.0,1.0,12.934,77.691,"12.934,77.691",0.4
FKID003213,12.9647098,77.5546336,"8th Main Road, JJR Nagar Circle, JJR Nagar North, Bengaluru, Karnataka. Pin-560018 (India)",FKN00GL3198,PASSENGER AUTO,,"[""WRONG PARKING"",""PARKING IN A MAIN ROAD""]","[112,107]",2024-03-28 07:43:46+00,,2024-03-28 07:45:23.606908+00,FKDEV00637,FKUSR00618,29.0,Magadi Road,True,No Junction,,2024-04-15 14:26:13.165366+00,,,,,2024-03-28 13:13:46+05:30,"['WRONG PARKING', 'PARKING IN A MAIN ROAD']",True,2024-03-28,2024-03,Thursday,13,0,0,0,1.4,0.75,1.0,1.0,12.965,77.555,"12.965,77.555",1.0499999999999998
FKID003214,12.9963029,77.6687385,"MBT Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL3199,FACTORY BUS,,"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING""]","[111,112]",2024-01-31 07:43:46+00,,2024-02-01 04:34:00.013635+00,FKDEV00196,FKUSR00628,84.0,Mahadevapura,True,No Junction,,,FKN00GL3199,FACTORY BUS,approved,2024-02-02 01:52:16.359+00,2024-01-31 13:13:46+05:30,"['PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC', 'WRONG PARKING']",True,2024-01-31,2024-01,Wednesday,13,0,0,0,1.35,2.4,1.0,1.0,12.996,77.669,"12.996,77.669",3.24
FKID003215,12.9956983,77.668254,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL3200,MOTOR CYCLE,,"[""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""NO PARKING""]","[107,109,113]",2024-02-01 04:32:46+00,,2024-02-01 04:34:17.273504+00,FKDEV00648,FKUSR00628,84.0,Mahadevapura,True,No Junction,,,FKN00GL3200,MOTOR CYCLE,rejected,2024-02-02 21:34:50.84+00,2024-02-01 10:02:46+05:30,"['PARKING IN A MAIN ROAD', 'DOUBLE PARKING', 'NO PARKING']",True,2024-02-01,2024-02,Thursday,10,1,0,0,1.55,0.4,1.0,1.2,12.996,77.668,"12.996,77.668",0.7440000000000001
FKID003216,12.9956983,77.668254,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL3201,SCOOTER,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING"",""NO PARKING""]","[107,112,113]",2024-02-01 04:31:46+00,,2024-02-01 04:34:16.077158+00,FKDEV00648,FKUSR00628,84.0,Mahadevapura,True,No Junction,,,FKN00GL3201,SCOOTER,rejected,2024-02-02 21:34:56.5+00,2024-02-01 10:01:46+05:30,"['PARKING IN A MAIN ROAD', 'WRONG PARKING', 'NO PARKING']",True,2024-02-01,2024-02,Thursday,10,1,0,0,1.4,0.4,1.0,1.2,12.996,77.668,"12.996,77.668",0.6719999999999999
FKID003217,12.995569,77.6139036,"Coles Road, Silver Enclave, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL3202,SCOOTER,,"[""NO PARKING""]",[113],2024-03-15 22:26:46+00,,2024-03-15 23:08:44.939259+00,FKDEV00091,FKUSR00091,14.0,Pulikeshinagar(F.Town),True,No Junction,,2024-04-02 20:12:12.66701+00,FKN00GL3202,SCOOTER,approved,2024-04-16 05:35:41.641+00,2024-03-16 03:56:46+05:30,['NO PARKING'],True,2024-03-16,2024-03,Saturday,3,0,1,0,1.0,0.4,1.0,1.0,12.996,77.614,"12.996,77.614",0.4
FKID003218,12.98105,77.6101921,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL3203,CAR,,"[""NO PARKING""]",[113],2024-01-30 00:18:46+00,,2024-01-30 00:22:18.707053+00,FKDEV00649,FKUSR00629,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,FKN00GL3203,CAR,approved,2024-02-01 06:59:08.666+00,2024-01-30 05:48:46+05:30,['NO PARKING'],True,2024-01-30,2024-01,Tuesday,5,0,0,1,1.0,1.0,1.25,1.0,12.981,77.61,"12.981,77.61",1.25
FKID003219,12.9338585,77.690822,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL3204,SCOOTER,,"[""NO PARKING""]",[113],2024-03-28 03:38:46+00,,2024-03-28 07:45:58.685829+00,FKDEV00646,FKUSR00626,13.0,HAL Old Airport,True,No Junction,,2024-04-15 14:27:15.401248+00,,,,,2024-03-28 09:08:46+05:30,['NO PARKING'],True,2024-03-28,2024-03,Thursday,9,1,0,0,1.0,0.4,1.0,1.2,12.934,77.691,"12.934,77.691",0.48
FKID003220,12.9744444,77.5458577,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL3205,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-30 00:16:46+00,,2024-01-30 00:26:21.863363+00,FKDEV00618,FKUSR00600,30.0,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL3205,SCOOTER,approved,2024-02-01 06:59:01.289+00,2024-01-30 05:46:46+05:30,['WRONG PARKING'],True,2024-01-30,2024-01,Tuesday,5,0,0,1,1.05,0.4,1.25,1.0,12.974,77.546,"12.974,77.546",0.525
FKID003221,12.9744443,77.5458537,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL3206,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-30 00:16:46+00,,2024-01-30 00:26:18.071272+00,FKDEV00618,FKUSR00600,30.0,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL3206,SCOOTER,approved,2024-02-01 06:58:59.383+00,2024-01-30 05:46:46+05:30,['WRONG PARKING'],True,2024-01-30,2024-01,Tuesday,5,0,0,1,1.05,0.4,1.25,1.0,12.974,77.546,"12.974,77.546",0.525
FKID003222,12.9744444,77.5458577,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL3207,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-30 00:16:46+00,,2024-01-30 00:26:20.407967+00,FKDEV00618,FKUSR00600,30.0,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL3207,SCOOTER,approved,2024-02-01 06:59:00.938+00,2024-01-30 05:46:46+05:30,['WRONG PARKING'],True,2024-01-30,2024-01,Tuesday,5,0,0,1,1.05,0.4,1.25,1.0,12.974,77.546,"12.974,77.546",0.525
FKID003223,12.9338756,77.6908554,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL3208,SCOOTER,,"[""NO PARKING""]",[113],2024-03-28 03:38:46+00,,2024-03-28 07:46:08.205762+00,FKDEV00646,FKUSR00626,13.0,HAL Old Airport,True,No Junction,,2024-04-15 14:27:15.403723+00,,,,,2024-03-28 09:08:46+05:30,['NO PARKING'],True,2024-03-28,2024-03,Thursday,9,1,0,0,1.0,0.4,1.0,1.2,12.934,77.691,"12.934,77.691",0.48
FKID003224,12.9338756,77.6908554,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL3209,SCOOTER,,"[""NO PARKING""]",[113],2024-03-28 07:43:46+00,,2024-03-28 07:46:09.584731+00,FKDEV00646,FKUSR00626,13.0,HAL Old Airport,False,No Junction,,,,,,,2024-03-28 13:13:46+05:30,['NO PARKING'],True,2024-03-28,2024-03,Thursday,13,0,0,0,1.0,0.4,1.0,1.0,12.934,77.691,"12.934,77.691",0.4
FKID003225,12.9744322,77.5458597,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL3210,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-30 00:17:46+00,,2024-01-30 00:26:32.33968+00,FKDEV00618,FKUSR00600,30.0,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL3210,SCOOTER,approved,2024-02-01 06:58:56.528+00,2024-01-30 05:47:46+05:30,['WRONG PARKING'],True,2024-01-30,2024-01,Tuesday,5,0,0,1,1.05,0.4,1.25,1.0,12.974,77.546,"12.974,77.546",0.525
FKID003226,12.9744344,77.5458602,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL3211,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-01-30 00:17:46+00,,2024-01-30 00:26:29.85188+00,FKDEV00618,FKUSR00600,30.0,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL3211,MOTOR CYCLE,approved,2024-02-01 06:58:34.608+00,2024-01-30 05:47:46+05:30,['WRONG PARKING'],True,2024-01-30,2024-01,Tuesday,5,0,0,1,1.05,0.4,1.25,1.0,12.974,77.546,"12.974,77.546",0.525
FKID003227,12.9743895,77.5457896,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL3212,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-30 00:17:46+00,,2024-01-30 00:26:34.706564+00,FKDEV00618,FKUSR00600,30.0,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL3212,SCOOTER,approved,2024-02-01 06:58:35.492+00,2024-01-30 05:47:46+05:30,['WRONG PARKING'],True,2024-01-30,2024-01,Tuesday,5,0,0,1,1.05,0.4,1.25,1.0,12.974,77.546,"12.974,77.546",0.525
FKID003228,12.9744052,77.5458401,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL3213,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-30 00:17:46+00,,2024-01-30 00:26:33.256125+00,FKDEV00618,FKUSR00600,30.0,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL3213,SCOOTER,approved,2024-02-01 06:58:36.31+00,2024-01-30 05:47:46+05:30,['WRONG PARKING'],True,2024-01-30,2024-01,Tuesday,5,0,0,1,1.05,0.4,1.25,1.0,12.974,77.546,"12.974,77.546",0.525
FKID003229,12.9744479,77.5458616,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL3214,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-30 00:17:46+00,,2024-01-30 00:26:28.880908+00,FKDEV00618,FKUSR00600,30.0,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL3214,SCOOTER,approved,2024-02-01 06:58:34.602+00,2024-01-30 05:47:46+05:30,['WRONG PARKING'],True,2024-01-30,2024-01,Tuesday,5,0,0,1,1.05,0.4,1.25,1.0,12.974,77.546,"12.974,77.546",0.525
FKID003230,12.9744476,77.5458635,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL3215,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-30 00:16:46+00,,2024-01-30 00:26:25.467197+00,FKDEV00618,FKUSR00600,30.0,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL3215,SCOOTER,approved,2024-02-01 06:58:58.441+00,2024-01-30 05:46:46+05:30,['WRONG PARKING'],True,2024-01-30,2024-01,Tuesday,5,0,0,1,1.05,0.4,1.25,1.0,12.974,77.546,"12.974,77.546",0.525
FKID003231,12.9744479,77.5458616,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL3216,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-30 00:16:46+00,,2024-01-30 00:26:27.285968+00,FKDEV00618,FKUSR00600,30.0,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL3216,SCOOTER,approved,2024-02-01 06:58:58.57+00,2024-01-30 05:46:46+05:30,['WRONG PARKING'],True,2024-01-30,2024-01,Tuesday,5,0,0,1,1.05,0.4,1.25,1.0,12.974,77.546,"12.974,77.546",0.525
FKID003232,12.974446,77.5458635,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL3217,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-30 00:16:46+00,,2024-01-30 00:26:24.232393+00,FKDEV00618,FKUSR00600,30.0,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL3217,SCOOTER,approved,2024-02-01 06:58:58.811+00,2024-01-30 05:46:46+05:30,['WRONG PARKING'],True,2024-01-30,2024-01,Tuesday,5,0,0,1,1.05,0.4,1.25,1.0,12.974,77.546,"12.974,77.546",0.525
FKID003233,12.9743681,77.5457722,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL3218,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-30 00:17:46+00,,2024-01-30 00:26:40.281446+00,FKDEV00618,FKUSR00600,30.0,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL3218,SCOOTER,approved,2024-02-01 06:58:57.814+00,2024-01-30 05:47:46+05:30,['WRONG PARKING'],True,2024-01-30,2024-01,Tuesday,5,0,0,1,1.05,0.4,1.25,1.0,12.974,77.546,"12.974,77.546",0.525
FKID003234,12.9743684,77.5457714,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL3219,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-30 00:17:46+00,,2024-01-30 00:26:39.484644+00,FKDEV00618,FKUSR00600,30.0,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL3219,SCOOTER,approved,2024-02-01 06:58:35.488+00,2024-01-30 05:47:46+05:30,['WRONG PARKING'],True,2024-01-30,2024-01,Tuesday,5,0,0,1,1.05,0.4,1.25,1.0,12.974,77.546,"12.974,77.546",0.525
FKID003235,12.9743895,77.5457896,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL3220,SCOOTER,,"[""WRONG PARKING""]",[112],2024-01-30 00:17:46+00,,2024-01-30 00:26:36.821081+00,FKDEV00618,FKUSR00600,30.0,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL3220,SCOOTER,approved,2024-02-01 06:58:35.727+00,2024-01-30 05:47:46+05:30,['WRONG PARKING'],True,2024-01-30,2024-01,Tuesday,5,0,0,1,1.05,0.4,1.25,1.0,12.974,77.546,"12.974,77.546",0.525
FKID003236,12.9957312,77.6682344,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL3221,MOTOR CYCLE,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING"",""NO PARKING"",""DEFECTIVE NUMBER PLATE""]","[107,112,113,116]",2024-02-01 04:30:46+00,,2024-02-01 04:35:48.157194+00,FKDEV00648,FKUSR00628,84.0,Mahadevapura,True,No Junction,,,FKN00GL3221,MOTOR CYCLE,rejected,2024-02-02 21:34:44.782+00,2024-02-01 10:00:46+05:30,"['PARKING IN A MAIN ROAD', 'WRONG PARKING', 'NO PARKING', 'DEFECTIVE NUMBER PLATE']",True,2024-02-01,2024-02,Thursday,10,1,0,0,1.4,0.4,1.0,1.2,12.996,77.668,"12.996,77.668",0.6719999999999999
FKID003237,12.99574,77.6682426,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL3222,SCOOTER,,"[""WRONG PARKING"",""NO PARKING"",""PARKING IN A MAIN ROAD""]","[112,113,107]",2024-02-01 04:30:46+00,,2024-02-01 04:35:49.58517+00,FKDEV00648,FKUSR00628,84.0,Mahadevapura,True,No Junction,,,FKN00GL3222,SCOOTER,rejected,2024-02-02 21:34:45.763+00,2024-02-01 10:00:46+05:30,"['WRONG PARKING', 'NO PARKING', 'PARKING IN A MAIN ROAD']",True,2024-02-01,2024-02,Thursday,10,1,0,0,1.4,0.4,1.0,1.2,12.996,77.668,"12.996,77.668",0.6719999999999999
FKID003238,12.9338585,77.690822,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL3223,MOPED,,"[""NO PARKING""]",[113],2024-03-28 07:44:46+00,,2024-03-28 07:46:11.017916+00,FKDEV00646,FKUSR00626,13.0,HAL Old Airport,True,No Junction,,2024-04-15 14:27:15.411134+00,,,,,2024-03-28 13:14:46+05:30,['NO PARKING'],True,2024-03-28,2024-03,Thursday,13,0,0,0,1.0,0.35,1.0,1.0,12.934,77.691,"12.934,77.691",0.35
FKID003239,12.9452992,77.5711805,"Sri DV Gundappa Road, Gandhi Bazar Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL3224,SCOOTER,,"[""NO PARKING""]",[113],2024-03-15 23:04:46+00,,2024-03-15 23:09:06.851981+00,FKDEV00155,FKUSR00155,7.0,Basavanagudi,True,BTP108 - Tagore Park Junction,,2024-04-02 20:12:12.693882+00,FKN00GL3224,SCOOTER,approved,2024-04-16 01:36:13.038+00,2024-03-16 04:34:46+05:30,['NO PARKING'],True,2024-03-16,2024-03,Saturday,4,0,1,1,1.0,0.4,1.25,1.0,12.945,77.571,"12.945,77.571",0.5
FKID003240,12.9775436,77.5755662,"Subedar Chatram Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL3225,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-03-27 21:45:46+00,,2024-03-28 01:22:02.631429+00,FKDEV00349,FKUSR00346,3.0,Upparpet,True,BTP040 - Elite Junction,,2024-04-14 20:41:43.941358+00,,,,,2024-03-28 03:15:46+05:30,['NO PARKING'],True,2024-03-28,2024-03,Thursday,3,0,0,1,1.0,0.75,1.25,1.0,12.978,77.576,"12.978,77.576",0.9375
FKID003241,12.9771779,77.5756727,"Subedar Chatram Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL3226,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-03-27 21:47:46+00,,2024-03-28 01:22:03.734091+00,FKDEV00349,FKUSR00346,3.0,Upparpet,True,BTP040 - Elite Junction,,2024-04-14 20:41:43.945253+00,,,,,2024-03-28 03:17:46+05:30,['NO PARKING'],True,2024-03-28,2024-03,Thursday,3,0,0,1,1.0,0.75,1.25,1.0,12.977,77.576,"12.977,77.576",0.9375
FKID003242,12.996381,77.6689957,"MBT Road, Tin Factory Junction, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL3227,PASSENGER AUTO,,"[""PARKING IN A MAIN ROAD"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING""]","[107,111,112]",2024-01-31 05:30:46+00,,2024-02-01 04:36:18.195923+00,FKDEV00196,FKUSR00628,84.0,Mahadevapura,True,No Junction,,,FKN00GL3227,PASSENGER AUTO,approved,2024-02-02 01:27:12.3+00,2024-01-31 11:00:46+05:30,"['PARKING IN A MAIN ROAD', 'PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC', 'WRONG PARKING']",True,2024-01-31,2024-01,Wednesday,11,0,0,0,1.4,0.75,1.0,1.0,12.996,77.669,"12.996,77.669",1.0499999999999998
FKID003243,12.9957782,77.6682228,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL3228,MOTOR CYCLE,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING"",""NO PARKING"",""DEFECTIVE NUMBER PLATE""]","[107,112,113,116]",2024-02-01 04:30:46+00,,2024-02-01 04:36:21.74648+00,FKDEV00648,FKUSR00628,84.0,Mahadevapura,True,No Junction,,,FKN00GL3228,MOTOR CYCLE,rejected,2024-02-02 21:34:38.152+00,2024-02-01 10:00:46+05:30,"['PARKING IN A MAIN ROAD', 'WRONG PARKING', 'NO PARKING', 'DEFECTIVE NUMBER PLATE']",True,2024-02-01,2024-02,Thursday,10,1,0,0,1.4,0.4,1.0,1.2,12.996,77.668,"12.996,77.668",0.6719999999999999
FKID003244,12.9735274,77.5507497,"Main Road, Mallige Thotta, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL3093,SCOOTER,,"[""NO PARKING""]",[113],2024-02-01 04:23:46+00,,2024-02-01 04:36:34.808061+00,FKDEV00622,FKUSR00603,29.0,Magadi Road,True,"BTP070 - Cholurpalya Junction, Magadi Road",,,FKN00GL3093,SCOOTER,rejected,2024-02-02 21:59:23.632+00,2024-02-01 09:53:46+05:30,['NO PARKING'],True,2024-02-01,2024-02,Thursday,9,1,0,1,1.0,0.4,1.25,1.2,12.974,77.551,"12.974,77.551",0.6
FKID003245,12.9957782,77.6682228,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL3229,SCOOTER,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING"",""NO PARKING""]","[107,112,113]",2024-02-01 04:30:46+00,,2024-02-01 04:36:51.55425+00,FKDEV00648,FKUSR00628,84.0,Mahadevapura,True,No Junction,,,FKN00GL3229,SCOOTER,rejected,2024-02-02 21:34:43.501+00,2024-02-01 10:00:46+05:30,"['PARKING IN A MAIN ROAD', 'WRONG PARKING', 'NO PARKING']",True,2024-02-01,2024-02,Thursday,10,1,0,0,1.4,0.4,1.0,1.2,12.996,77.668,"12.996,77.668",0.6719999999999999
